Locus_tag	Gene product (predicted)	Batch culture 1	Batch culture 2	standard deviation	Unlimited bioreactor 1	Unlimited bioreactor 2	standard deviation
MBURv2_130417	"acetolactate synthase III, thiamin-dependent, small subunit"	584	580	2.828427125	604	635	21.92031022
MBURv2_210522	protein of unknown function	563	526	26.1629509	604	594	7.071067812
MBURv2_130310	malate dehydrogenase	504	754	176.7766953	603	614	7.778174593
MBURv2_210027	SecYEG protein translocase auxillary subunit	476	545	48.7903679	598	655	40.30508653
MBURv2_50079	"Tungsten-containing NAD-dependent formate dehydrogenase, beta subunit"	408	380	19.79898987	592	459	94.0452019
MBURv2_160245	Propeptide PepSY amd peptidase M4	339	574	166.1700936	590	597	4.949747468
MBURv2_20176	cytidylate kinase	411	541	91.92388155	588	626	26.87005769
MBURv2_130486	"cell wall structural complex MreBCD, actin-like component MreB"	342	411	48.7903679	585	535	35.35533906
MBURv2_130715	conserved protein of unknown function	357	313	31.11269837	584	499	60.1040764
MBURv2_30034	conserved protein of unknown function	735	640	67.17514421	580	573	4.949747468
MBURv2_210076	conserved exported protein of unknown function	484	545	43.13351365	579	490	62.93250353
MBURv2_50028	"threonine synthase, pyridoxal-5'-phosphate-dependent enzyme"	254	425	120.9152596	576	528	33.9411255
MBURv2_160121	GTP-binding protein	421	358	44.54772721	569	548	14.8492424
MBURv2_50427	"Regulatory protein, FmdB family"	158	328	120.2081528	564	473	64.34671709
MBURv2_130721	heat shock protein 15	399	505	74.95331881	562	543	13.43502884
MBURv2_210189	putative dehydrogenase XoxF	535	526	6.363961031	562	569	4.949747468
MBURv2_260019	putative radical SAM protein	365	414	34.64823228	562	495	47.37615434
MBURv2_20426	"acetyl-CoA carboxylase, beta (carboxyltranferase) subunit"	399	482	58.68986284	561	548	9.192388155
MBURv2_130185	riboflavin synthase beta chain	292	459	118.0868325	561	560	0.707106781
MBURv2_50443	3-oxoacyl-[acyl-carrier-protein] synthase I	406	393	9.192388155	560	539	14.8492424
MBURv2_130109	1-deoxy-D-xylulose 5-phosphate reductoisomerase	463	481	12.72792206	558	579	14.8492424
MBURv2_120142	NAD(P)-dependent methylenetetrahydromethanopterin dehydrogenase	479	418	43.13351365	555	467	62.22539674
MBURv2_130601	Ubiquinol-cytochrome c reductase iron-sulfur subunit	537	440	68.58935778	555	511	31.11269837
MBURv2_30027	"acetyl-CoA carboxylase, biotin carboxylase subunit"	466	569	72.83199846	553	524	20.50609665
MBURv2_10022	Methyltransferase domain family	206	187	13.43502884	552	530	15.55634919
MBURv2_80088	branched-chain amino acid transferase	406	326	56.56854249	552	480	50.91168825
MBURv2_60011	"protease, ATP-dependent zinc-metallo"	453	421	22.627417	550	575	17.67766953
MBURv2_210137	peptidase component of the HslUV protease	406	300	74.95331881	549	426	86.97413409
MBURv2_210288	protein of unknown function	351	366	10.60660172	548	503	31.81980515
MBURv2_160120	imidazoleglycerol-phosphate dehydratase	249	386	96.87362902	546	529	12.02081528
MBURv2_160117	"imidazole glycerol phosphate synthase, catalytic subunit with HisH"	381	407	18.38477631	545	581	25.45584412
MBURv2_60016	"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase"	353	363	7.071067812	544	491	37.4766594
MBURv2_130181	conserved exported protein of unknown function	629	553	53.74011537	542	589	33.23401872
MBURv2_30163	conserved protein of unknown function	541	437	73.53910524	540	415	88.38834765
MBURv2_50072	heat shock protein	161	203	29.69848481	540	415	88.38834765
MBURv2_80047	isopentenyl-adenosine A37 tRNA methylthiolase	469	469	0	540	524	11.3137085
MBURv2_20227	Cytochrome c oxidase assembly protein CtaG	568	550	12.72792206	537	530	4.949747468
MBURv2_50305	3-oxoacyl-[acyl-carrier-protein] synthase III	386	339	33.23401872	537	475	43.84062043
MBURv2_130252	protein of unknown function	673	607	46.66904756	537	421	82.02438662
MBURv2_130096	conserved exported protein of unknown function	654	528	89.09545443	536	525	7.778174593
MBURv2_130812	putative TonB-dependent receptor	289	316	19.09188309	535	508	19.09188309
MBURv2_20235	"RNA polymerase, sigma 32 (sigma H) factor"	171	285	80.61017306	532	484	33.9411255
MBURv2_50131	conserved protein of unknown function	1009	827	128.6934342	531	524	4.949747468
MBURv2_160179	conserved hypothetical protein	234	274	28.28427125	531	467	45.254834
MBURv2_30141	conserved protein of unknown function	632	546	60.81118318	529	519	7.071067812
MBURv2_50296	GTP cyclohydrolase I	305	312	4.949747468	529	454	53.03300859
MBURv2_160289	Sodium/glutamate symporter	528	501	19.09188309	525	491	24.04163056
MBURv2_130615	conserved exported protein of unknown function	223	247	16.97056275	524	733	147.7853173
MBURv2_130112	ribosome recycling factor	452	398	38.18376618	521	531	7.071067812
MBURv2_130177	translation initiation factor IF-2	318	248	49.49747468	520	486	24.04163056
MBURv2_210301	MxaL protein involved in methanol oxidation	356	535	126.5721138	520	605	60.1040764
MBURv2_160087	Multicopper oxidase type 2	647	647	0	517	539	15.55634919
MBURv2_210349	leucyl-tRNA synthetase	563	621	41.01219331	517	527	7.071067812
MBURv2_10083	conserved protein of unknown function	166	205	27.57716447	516	394	86.2670273
MBURv2_130184	transcription antitermination protein	673	455	154.1492783	516	534	12.72792206
MBURv2_60346	putative peroxiredoxin bcp	431	509	55.15432893	513	474	27.57716447
MBURv2_130581	membrane ATPase of the MinC-MinD-MinE system	357	334	16.26345597	513	433	56.56854249
MBURv2_20424	"tryptophan synthase, beta subunit"	384	406	15.55634919	512	514	1.414213562
MBURv2_160030	"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible"	317	273	31.11269837	512	449	44.54772721
MBURv2_20027	protein of unknown function	264	344	56.56854249	510	570	42.42640687
MBURv2_120048	conserved exported protein of unknown function	634	472	114.5512986	510	554	31.11269837
MBURv2_130382	NhaD-type Na+(Li+)/H+ antiporter	384	389	3.535533906	510	579	48.7903679
MBURv2_80026	"phenylalanine tRNA synthetase, beta subunit"	333	300	23.33452378	509	499	7.071067812
MBURv2_60014	transcription elongation factor	274	366	65.05382387	507	487	14.14213562
MBURv2_130485	protein of unknown function	696	1123	301.9345956	505	698	136.4716088
MBURv2_210051	conserved protein of unknown function	1083	786	210.010714	505	619	80.61017306
MBURv2_20425	tryptophan synthase alpha chain	379	375	2.828427125	503	498	3.535533906
MBURv2_130176	30s ribosome binding factor	360	230	91.92388155	502	424	55.15432893
MBURv2_130932	"NAD-linked formate dehydrogenase, molybdenum containing, delta subunit"	409	400	6.363961031	502	392	77.78174593
MBURv2_80038	aspartate aminotransferase A	162	241	55.86143571	501	395	74.95331881
MBURv2_80070	ammonium transporter	498	617	84.14570696	499	540	28.99137803
MBURv2_130810	protein of unknown function	335	401	46.66904756	498	493	3.535533906
MBURv2_160119	"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit with HisF"	321	343	15.55634919	498	453	31.81980515
MBURv2_190100	UDP-3-O-acyl N-acetylglucosamine deacetylase	339	372	23.33452378	497	480	12.02081528
MBURv2_60025	putative dihydroxyacid dehydratase (ilvD-like)	169	277	76.36753237	496	438	41.01219331
MBURv2_130662	conserved membrane protein of unknown function	425	414	7.778174593	496	536	28.28427125
MBURv2_160092	IMP dehydrogenase	315	264	36.06244584	496	486	7.071067812
MBURv2_20170	"DNA gyrase (type II topoisomerase), subunit A"	362	331	21.92031022	494	465	20.50609665
MBURv2_50304	fatty acid/phospholipid synthesis protein	417	319	69.29646456	493	467	18.38477631
MBURv2_20172	bifuctional protein [Includes: chorismate mutase P; prephenate dehydratase ]	441	384	40.30508653	492	486	4.242640687
MBURv2_120143	NAD(P)-dependent methylenetetrahydromethanopterin dehydrogenase	456	443	9.192388155	490	484	4.242640687
MBURv2_50043	conserved protein of unknown function	611	551	42.42640687	489	566	54.44722215
MBURv2_130576	conserved protein of unknown function	490	451	27.57716447	488	498	7.071067812
MBURv2_130584	hypothetical protein; putative nucleoside triphosphate hydrolase domain	487	432	38.89087297	487	493	4.242640687
MBURv2_60015	carbamoyl-phosphate synthase large subunit	356	400	31.11269837	485	493	5.656854249
MBURv2_160031	Thiazole synthase	223	285	43.84062043	484	445	27.57716447
MBURv2_30029	"3-dehydroquinate dehydratase, type II"	467	487	14.14213562	482	454	19.79898987
MBURv2_50417	putative signal transduction protein with CBS domains	528	699	120.9152596	480	481	0.707106781
MBURv2_210044	conserved protein of unknown function	338	364	18.38477631	480	426	38.18376618
MBURv2_20226	conserved protein of unknown function	573	617	31.11269837	479	515	25.45584412
MBURv2_210277	"acetyl-CoA carboxylase, carboxytransferase, alpha subunit"	296	241	38.89087297	476	409	47.37615434
MBURv2_210131	phosphoglycerate kinase	378	226	107.4802307	473	407	46.66904756
MBURv2_220011	oligoribonuclease	287	278	6.363961031	471	398	51.61879503
MBURv2_130078	Oxidoreductase FAD/NAD(P)-binding domain protein	564	476	62.22539674	466	424	29.69848481
MBURv2_130060	Pyruvate carboxylase subunit B	267	281	9.899494937	464	418	32.52691193
MBURv2_80095	FMN reductase (NADH) RutF	451	354	68.58935778	461	412	34.64823228
MBURv2_30044	protein of unknown function	207	352	102.5304833	458	363	67.17514421
MBURv2_250094	Alkaline protease secretion ATP-binding protein AprD	335	290	31.81980515	456	435	14.8492424
MBURv2_260017	Squalene--hopene cyclase	396	390	4.242640687	454	375	55.86143571
MBURv2_130706	conserved protein of unknown function	916	820	67.88225099	451	506	38.89087297
MBURv2_20013	adenylosuccinate synthetase	348	322	18.38477631	450	450	0
MBURv2_20404	2-dehydro-3-deoxyphosphooctonate aldolase	209	292	58.68986284	448	422	18.38477631
MBURv2_130179	conserved hypothetical protein	197	239	29.69848481	447	366	57.27564928
MBURv2_220012	"seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine"	321	289	22.627417	447	430	12.02081528
MBURv2_60041	glycine cleavage complex lipoylprotein	408	328	56.56854249	446	408	26.87005769
MBURv2_130180	protein of unknown function	580	933	249.6086938	445	642	139.3000359
MBURv2_130693	Glycogen phosphorylase	363	323	28.28427125	445	434	7.778174593
MBURv2_160098	"5,10-methylenetetrahydrofolate reductase"	450	402	33.9411255	445	456	7.778174593
MBURv2_220022	conserved hypothetical protein	335	345	7.071067812	445	422	16.26345597
MBURv2_130110	Phosphatidate cytidylyltransferase	380	409	20.50609665	444	474	21.21320344
MBURv2_60186	Tryptophan--tRNA ligase	309	329	14.14213562	443	407	25.45584412
MBURv2_60352	"sulfate adenylyltransferase, subunit 2"	259	323	45.254834	442	368	52.32590181
MBURv2_210152	adenylate kinase	245	261	11.3137085	440	413	19.09188309
MBURv2_210328	phosphoribosylaminoimidazole synthetase	284	241	30.40559159	439	375	45.254834
MBURv2_130539	conserved protein of unknown function	551	379	121.6223664	438	398	28.28427125
MBURv2_210034	conserved protein of unknown function	272	239	23.33452378	433	415	12.72792206
MBURv2_260011	protein of unknown function	1354	681	475.8828637	433	499	46.66904756
MBURv2_50356	conserved protein of unknown function	415	242	122.3294731	432	316	82.02438662
MBURv2_130943	SEC-C motif domain protein	159	252	65.76093065	431	383	33.9411255
MBURv2_210179	glucose-1-phosphate adenylyltransferase	423	375	33.9411255	430	413	12.02081528
MBURv2_130005	conserved protein of unknown function	334	340	4.242640687	429	387	29.69848481
MBURv2_130392	conserved protein of unknown function	561	593	22.627417	429	479	35.35533906
MBURv2_130011	"pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding"	296	331	24.74873734	426	383	30.40559159
MBURv2_50099	protein of unknown function	384	410	18.38477631	425	378	33.23401872
MBURv2_130858	conserved exported protein of unknown function	57	106	34.64823228	422	236	131.5218613
MBURv2_210055	Cupin 2 conserved barrel domain protein	341	385	31.11269837	422	368	38.18376618
MBURv2_20010	modulator for HflB protease specific for phage lambda cII repressor	791	309	340.8254685	419	411	5.656854249
MBURv2_130013	"lipoamide dehydrogenase, E3 component is part of three enzyme complexes"	272	349	54.44722215	419	389	21.21320344
MBURv2_250031	Protein phosphatase CheZ	336	363	19.09188309	419	405	9.899494937
MBURv2_10082	conserved protein of unknown function	232	192	28.28427125	418	359	41.71930009
MBURv2_160321	conserved exported protein of unknown function	417	421	2.828427125	418	428	7.071067812
MBURv2_130694	"preprotein translocase subunit, ATPase"	342	276	46.66904756	416	406	7.071067812
MBURv2_60150	Transcriptional regulator	200	262	43.84062043	415	355	42.42640687
MBURv2_130253	Ribonuclease E (RNase E)	246	283	26.1629509	415	350	45.96194078
MBURv2_210351	Cobyrinic acid ac-diamide synthase	234	385	106.773124	414	415	0.707106781
MBURv2_130025	protein of unknown function	373	402	20.50609665	413	470	40.30508653
MBURv2_60327	alanyl-tRNA synthetase	364	372	5.656854249	412	420	5.656854249
MBURv2_20305	putative stress-induced morphogen BolA protein	159	292	94.0452019	409	322	61.51828996
MBURv2_190085	S-adenosyl-dependent methyltransferase activity on membrane-located substrates	676	384	206.4751801	408	423	10.60660172
MBURv2_210317	Protein smg homolog	465	396	48.7903679	408	366	29.69848481
MBURv2_130415	CDP-diacylglycerol/serine O-phosphatidyltransferase	388	516	90.50966799	407	463	39.59797975
MBURv2_130630	coenzyme PQQ synthesis protein B (Coenzyme PQQ synthesis protein V)	419	363	39.59797975	406	358	33.9411255
MBURv2_130678	putative chaperone involved in Fe-S cluster assembly and activation; hesB-like	288	427	98.28784258	406	441	24.74873734
MBURv2_130731	Cytochrome c class I	422	282	98.99494937	406	363	30.40559159
MBURv2_60064	conserved hypothetical protein	215	179	25.45584412	405	373	22.627417
MBURv2_130169	protein of unknown function	631	717	60.81118318	404	576	121.6223664
MBURv2_160055	pyrroline-5-carboxylate reductase	210	268	41.01219331	404	372	22.627417
MBURv2_240094	conserved hypothetical protein	401	309	65.05382387	404	363	28.99137803
MBURv2_10081	conserved protein of unknown function	110	86	16.97056275	403	344	41.71930009
MBURv2_130106	"Disulfide bond isomerase, DsbC/G-like protein"	351	281	49.49747468	402	384	12.72792206
MBURv2_210387	Flagellar hook-associated 2 domain protein	312	212	70.71067812	402	432	21.21320344
MBURv2_20171	3-phosphoserine/phosphohydroxythreonine aminotransferase	241	293	36.76955262	401	362	27.57716447
MBURv2_250030	chemotaxis regulator transmitting signal to flagellar motor component	209	263	38.18376618	401	312	62.93250353
MBURv2_130685	Carboxy-terminal-processing protease	390	346	31.11269837	398	379	13.43502884
MBURv2_50425	Quinolinate synthase A	373	326	33.23401872	396	399	2.121320344
MBURv2_180001	protein of unknown function	540	414	89.09545443	396	434	26.87005769
MBURv2_180002	protein of unknown function	423	421	1.414213562	394	422	19.79898987
MBURv2_60039	Carbohydrate kinase	280	262	12.72792206	392	368	16.97056275
MBURv2_130263	conserved hypothetical protein	255	320	45.96194078	391	373	12.72792206
MBURv2_50109	Hexulose-6-phosphate synthase and isomerase	585	501	59.39696962	390	393	2.121320344
MBURv2_60013	putative RNA-binding protein	522	278	172.5340546	390	352	26.87005769
MBURv2_130259	(3R)-hydroxymyristol acyl carrier protein dehydratase	314	319	3.535533906	390	400	7.071067812
MBURv2_20300	putative transcriptional coactivator/pterin dehydratase	360	435	53.03300859	388	349	27.57716447
MBURv2_50160	rubredoxin	363	639	195.1614716	388	420	22.627417
MBURv2_60357	chemotaxis regulator transmitting signal to flagellar motor component	408	373	24.74873734	388	341	33.23401872
MBURv2_130631	coenzyme PQQ synthesis protein C (Coenzyme PQQ synthesis protein I)	297	351	38.18376618	388	354	24.04163056
MBURv2_20029	PpiC-type peptidyl-prolyl cis-trans isomerase	262	264	1.414213562	387	383	2.828427125
MBURv2_50111	Single-stranded DNA-binding protein	294	269	17.67766953	387	311	53.74011537
MBURv2_130130	conserved exported protein of unknown function	229	237	5.656854249	387	323	45.254834
MBURv2_130559	"aminopeptidase A, a cyteinylglycinase"	244	325	57.27564928	387	357	21.21320344
MBURv2_130717	"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein"	341	292	34.64823228	387	299	62.22539674
MBURv2_160295	transcription termination factor	166	228	43.84062043	387	320	47.37615434
MBURv2_20430	amidophosphoribosyltransferase	248	286	26.87005769	385	366	13.43502884
MBURv2_30098	Cell division protein ZipA	456	449	4.949747468	384	406	15.55634919
MBURv2_130108	zinc metallopeptidase	367	441	52.32590181	384	455	50.20458146
MBURv2_210259	putative enzyme	322	262	42.42640687	381	357	16.97056275
MBURv2_130603	Cytochrome c1	421	383	26.87005769	380	373	4.949747468
MBURv2_130414	2-isopropylmalate synthase	225	244	13.43502884	379	342	26.1629509
MBURv2_60404	conserved protein of unknown function	453	514	43.13351365	378	421	30.40559159
MBURv2_130111	undecaprenyl pyrophosphate synthase	341	342	0.707106781	377	382	3.535533906
MBURv2_250082	conserved exported protein of unknown function	692	623	48.7903679	376	362	9.899494937
MBURv2_130121	Glutamate synthase (NADPH)	224	260	25.45584412	375	329	32.52691193
MBURv2_130383	Sulfite reductase (NADPH) hemoprotein beta-component	242	286	31.11269837	375	336	27.57716447
MBURv2_130397	conserved protein of unknown function	246	240	4.242640687	375	337	26.87005769
MBURv2_50444	beta-hydroxydecanoyl thioester dehydrase	321	179	100.4091629	373	359	9.899494937
MBURv2_130162	conserved membrane protein of unknown function	280	376	67.88225099	373	351	15.55634919
MBURv2_160293	protein that protects iron-sulfur proteins against oxidative damage	319	294	17.67766953	372	268	73.53910524
MBURv2_230007	Tol-pal system protein YbgF	489	372	82.7314934	372	365	4.949747468
MBURv2_20423	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI)	236	291	38.89087297	370	337	23.33452378
